locus_tag	ftype	length_bp	gene	EC_number	COG	product
FJKNNBLA_00946	CDS	183				hypothetical protein
FJKNNBLA_00947	CDS	747				[gene=kdsB] [locus_tag=b0918] [db_xref=UniProtKB/Swiss-Prot:P04951] [protein=3-deoxy-manno-octulosonate cytidylyltransferase] [protein_id=AAC74004.1][location=970852..971598] [gbkey=CDS]
FJKNNBLA_00948	CDS	894				[gene=ycbJ] [locus_tag=b0919] [db_xref=UniProtKB/Swiss-Prot:P0AB03] [protein=putative phosphotransferase YcbJ] [protein_id=AAC74005.1] [location=971752..972645][gbkey=CDS]
FJKNNBLA_00949	CDS	780				[gene=elyC] [locus_tag=b0920] [db_xref=UniProtKB/Swiss-Prot:P0AB01] [protein=envelope biogenesis factor] [protein_id=AAC74006.1] [location=complement(972622..973401)][gbkey=CDS]
FJKNNBLA_00950	CDS	786				[gene=cmoM] [locus_tag=b0921] [db_xref=UniProtKB/Swiss-Prot:P36566] [protein=tRNA cmo(5)U34 methyltransferase] [protein_id=AAC74007.1] [location=973537..974322][gbkey=CDS]
FJKNNBLA_00951	CDS	1323				[gene=mukF] [locus_tag=b0922] [db_xref=UniProtKB/Swiss-Prot:P60293] [protein=chromosome partitioning protein MukF] [protein_id=AAC74008.1] [location=974319..975641][gbkey=CDS]
FJKNNBLA_00952	CDS	705				[gene=mukE] [locus_tag=b0923] [db_xref=UniProtKB/Swiss-Prot:P22524] [protein=chromosome partitioning protein MukE] [protein_id=AAC74009.2] [location=975622..976326][gbkey=CDS]
FJKNNBLA_00953	CDS	4461				[gene=mukB] [locus_tag=b0924] [db_xref=UniProtKB/Swiss-Prot:P22523] [protein=chromosome partitioning protein MukB] [protein_id=AAC74010.1] [location=976326..980786][gbkey=CDS]
FJKNNBLA_00954	CDS	1848				[gene=ldtD] [locus_tag=b0925] [db_xref=UniProtKB/Swiss-Prot:P22525] [protein=L,D-transpeptidase LdtD] [protein_id=AAC74011.1] [location=981047..982894][gbkey=CDS]
FJKNNBLA_00955	CDS	549				[gene=mepK] [locus_tag=b0926] [db_xref=UniProtKB/Swiss-Prot:P0AB06] [protein=peptidoglycan LD-endopeptidase] [protein_id=AAC74012.1] [location=983075..983623][gbkey=CDS]
FJKNNBLA_00956	CDS	648				[gene=gloC] [locus_tag=b0927] [db_xref=UniProtKB/Swiss-Prot:P75849] [protein=hydroxyacylglutathione hydrolase GloC] [protein_id=AAC74013.1] [location=983650..984297][gbkey=CDS]
FJKNNBLA_00957	CDS	1191				[gene=aspC] [locus_tag=b0928] [db_xref=UniProtKB/Swiss-Prot:P00509] [protein=aspartate aminotransferase][protein_id=AAC74014.1] [location=complement(984519..985709)][gbkey=CDS]
FJKNNBLA_00958	CDS	1089				[gene=ompF] [locus_tag=b0929] [db_xref=UniProtKB/Swiss-Prot:P02931] [protein=outer membrane porin F] [protein_id=AAC74015.1] [location=complement(985894..986982)][gbkey=CDS]
FJKNNBLA_00959	CDS	1401				[gene=asnS] [locus_tag=b0930] [db_xref=UniProtKB/Swiss-Prot:P0A8M0] [protein=asparagine--tRNA ligase] [protein_id=AAC74016.1] [location=complement(987585..988985)][gbkey=CDS]
FJKNNBLA_00960	CDS	1203				[gene=pncB] [locus_tag=b0931] [db_xref=UniProtKB/Swiss-Prot:P18133] [protein=nicotinate phosphoribosyltransferase] [protein_id=AAC74017.1] [location=complement(989154..990356)][gbkey=CDS]
FJKNNBLA_00961	CDS	2613				[gene=pepN] [locus_tag=b0932] [db_xref=UniProtKB/Swiss-Prot:P04825] [protein=aminopeptidase N] [protein_id=AAC74018.1] [location=990622..993234] [gbkey=CDS]
FJKNNBLA_00962	CDS	768				[gene=ssuB] [locus_tag=b0933] [db_xref=UniProtKB/Swiss-Prot:P0AAI1] [protein=aliphatic sulfonate ABC transporter ATP binding subunit] [protein_id=AAC74019.1][location=complement(993277..994044)] [gbkey=CDS]
FJKNNBLA_00963	CDS	792				[gene=ssuC] [locus_tag=b0934] [db_xref=UniProtKB/Swiss-Prot:P75851] [protein=aliphatic sulfonate ABC transporter membrane subunit] [protein_id=AAC74020.2][location=complement(994041..994832)] [gbkey=CDS]
FJKNNBLA_00964	CDS	1146				[gene=ssuD] [locus_tag=b0935] [db_xref=UniProtKB/Swiss-Prot:P80645] [protein=FMNH2-dependent alkanesulfonate monooxygenase] [protein_id=AAC74021.1][location=complement(994843..995988)] [gbkey=CDS]
FJKNNBLA_00965	CDS	960				[gene=ssuA] [locus_tag=b0936] [db_xref=UniProtKB/Swiss-Prot:P75853] [protein=aliphatic sulfonate ABC transporter periplasmic binding protein] [protein_id=AAC74022.2][location=complement(995985..996944)] [gbkey=CDS]
FJKNNBLA_00966	CDS	576				[gene=ssuE] [locus_tag=b0937] [db_xref=UniProtKB/Swiss-Prot:P80644] [protein=NADPH-dependent FMN reductase] [protein_id=AAC74023.1] [location=complement(996937..997512)][gbkey=CDS]
FJKNNBLA_00967	CDS	540				[gene=elfA] [locus_tag=b0938] [db_xref=UniProtKB/Swiss-Prot:P75855] [protein=putative laminin-binding fimbrial subunit] [protein_id=AAC74024.2] [location=997868..998407][gbkey=CDS]
FJKNNBLA_00968	CDS	702				[gene=elfD] [locus_tag=b0939] [db_xref=UniProtKB/Swiss-Prot:P75856] [protein=putative fimbrial chaperone ElfD] [protein_id=AAC74025.1] [location=998490..999191][gbkey=CDS]
FJKNNBLA_00969	CDS	2601				[gene=elfC] [locus_tag=b0940] [db_xref=UniProtKB/Swiss-Prot:P75857] [protein=putative fimbrial usher protein ElfC] [protein_id=AAC74026.1] [location=999216..1001816][gbkey=CDS]
FJKNNBLA_00970	CDS	1071				[gene=elfG] [locus_tag=b0941] [db_xref=UniProtKB/Swiss-Prot:P75858] [protein=putative fimbrial-like adhesin protein] [protein_id=AAC74027.1] [location=1001807..1002877][gbkey=CDS]
FJKNNBLA_00971	CDS	543				[gene=ycbU] [locus_tag=b0942] [db_xref=UniProtKB/Swiss-Prot:P75859] [protein=putative fimbrial protein YcbU] [protein_id=AAC74028.1] [location=1002889..1003431][gbkey=CDS]
FJKNNBLA_00972	CDS	564				[gene=ycbV] [locus_tag=b0943] [db_xref=UniProtKB/Swiss-Prot:P75860] [protein=putative fimbrial protein YcbV] [protein_id=AAC74029.2] [location=1003439..1003954][gbkey=CDS]
FJKNNBLA_00973	CDS	690				[gene=ycbF] [locus_tag=b0944] [db_xref=UniProtKB/Swiss-Prot:P40876] [protein=putative fimbrial chaperone YcbF] [protein_id=AAC74030.2] [location=1003947..1004657][gbkey=CDS]
FJKNNBLA_00974	CDS	1011				[gene=pyrD] [locus_tag=b0945] [db_xref=UniProtKB/Swiss-Prot:P0A7E1] [protein=dihydroorotate dehydrogenase, type 2] [protein_id=AAC74031.1] [location=1004768..1005778][gbkey=CDS]
FJKNNBLA_00975	CDS	543				[gene=zapC] [locus_tag=b0946] [db_xref=UniProtKB/Swiss-Prot:P75862] [protein=cell division protein ZapC] [protein_id=AAC74032.2] [location=1005952..1006494][gbkey=CDS]
FJKNNBLA_00976	CDS	1110				[gene=ycbX] [locus_tag=b0947] [db_xref=UniProtKB/Swiss-Prot:P75863] [protein=6-N-hydroxylaminopurine resistance protein] [protein_id=AAC74033.1] [location=complement(1006491..1007600)][gbkey=CDS]
FJKNNBLA_00977	CDS	2109				[gene=rlmL] [locus_tag=b0948] [db_xref=UniProtKB/Swiss-Prot:P75864] [protein=fused 23S rRNA m(2)G2445 methyltransferase and 23S rRNA m(7)G2069 methyltransferase][protein_id=AAC74034.1] [location=1007844..1009952][gbkey=CDS]
FJKNNBLA_00978	CDS	1908				[gene=uup] [locus_tag=b0949] [db_xref=UniProtKB/Swiss-Prot:P43672] [protein=ATP-binding protein Uup] [protein_id=AAC74035.1] [location=1009964..1011871][gbkey=CDS]
FJKNNBLA_00979	CDS	1254				[gene=pqiA] [locus_tag=b0950] [db_xref=UniProtKB/Swiss-Prot:P0AFL9] [protein=intermembrane transport protein PqiA] [protein_id=AAC74036.1] [location=1012001..1013254][gbkey=CDS]
FJKNNBLA_00980	CDS	1641				[gene=pqiB] [locus_tag=b0951] [db_xref=UniProtKB/Swiss-Prot:P43671] [protein=intermembrane transport protein PqiB] [protein_id=AAC74037.1] [location=1013259..1014899][gbkey=CDS]
FJKNNBLA_00981	CDS	564				[gene=pqiC] [locus_tag=b0952] [db_xref=UniProtKB/Swiss-Prot:P0AB10] [protein=intermembrane transport lipoprotein PqiC] [protein_id=AAC74038.2] [location=1014896..1015459][gbkey=CDS]
FJKNNBLA_00982	CDS	168				[gene=rmf] [locus_tag=b0953] [db_xref=UniProtKB/Swiss-Prot:P0AFW2] [protein=ribosome modulation factor] [protein_id=AAC74039.1] [location=1015715..1015882][gbkey=CDS]
FJKNNBLA_00983	CDS	627				[gene=fabA] [locus_tag=b0954] [db_xref=UniProtKB/Swiss-Prot:P0A6Q3] [protein=beta-hydroxyacyl-acyl carrier protein dehydratase/isomerase] [protein_id=AAC74040.1][location=complement(1015952..1016470)] [gbkey=CDS]
FJKNNBLA_00984	CDS	1761				[gene=ycbZ] [locus_tag=b0955] [db_xref=UniProtKB/Swiss-Prot:P75867] [protein=putative ATP-dependent protease YcbZ] [protein_id=AAC74041.1] [location=complement(1016539..1018299)][gbkey=CDS]
FJKNNBLA_00985	CDS	453				[gene=matP] [locus_tag=b0956] [db_xref=UniProtKB/Swiss-Prot:P0A8N0] [protein=macrodomain Ter protein] [protein_id=AAC74042.1] [location=1018485..1018937][gbkey=CDS]
FJKNNBLA_00986	CDS	1041				[gene=ompA] [locus_tag=b0957] [db_xref=UniProtKB/Swiss-Prot:P0A910] [protein=outer membrane protein A] [protein_id=AAC74043.1] [location=complement(1019013..1020053)][gbkey=CDS]
FJKNNBLA_00987	CDS	510				[gene=sulA] [locus_tag=b0958] [db_xref=UniProtKB/Swiss-Prot:P0AFZ5] [protein=cell division inhibitor SulA] [protein_id=AAC74044.1] [location=complement(1020410..1020919)][gbkey=CDS]
FJKNNBLA_00988	CDS	630				[gene=sxy] [locus_tag=b0959] [db_xref=UniProtKB/Swiss-Prot:P75869] [protein=transcriptional coactivator for CRP] [protein_id=AAC74045.1] [location=1021138..1021767][gbkey=CDS]
FJKNNBLA_00989	CDS	2163				[gene=yccS] [locus_tag=b0960] [db_xref=UniProtKB/Swiss-Prot:P75870] [protein=putative transporter YccS] [protein_id=AAC74046.2] [location=complement(1021730..1023883)][gbkey=CDS]
FJKNNBLA_00990	CDS	447				[gene=yccF] [locus_tag=b0961] [db_xref=UniProtKB/Swiss-Prot:P0AB12] [protein=PF03733 family inner membrane protein YccF] [protein_id=AAC74047.1] [location=complement(1023902..1024348)][gbkey=CDS]
FJKNNBLA_00991	CDS	2055				[gene=helD] [locus_tag=b0962] [db_xref=UniProtKB/Swiss-Prot:P15038] [protein=DNA helicase IV] [protein_id=AAC74048.1] [location=1024471..1026525] [gbkey=CDS]
FJKNNBLA_00992	CDS	459				[gene=mgsA] [locus_tag=b0963] [db_xref=UniProtKB/Swiss-Prot:P0A731] [protein=methylglyoxal synthase] [protein_id=AAC74049.2] [location=complement(1026557..1027015)][gbkey=CDS]
FJKNNBLA_00993	CDS	663				hypothetical protein
FJKNNBLA_00994	CDS	414				[gene=yccU] [locus_tag=b0965] [db_xref=UniProtKB/Swiss-Prot:P75874] [protein=putative HspQ acetyl donor] [protein_id=AAC74051.2] [location=1027946..1028359][gbkey=CDS]
FJKNNBLA_00995	CDS	318				[gene=hspQ] [locus_tag=b0966] [db_xref=UniProtKB/Swiss-Prot:P0AB20] [protein=heat shock protein HspQ] [protein_id=AAC74052.2] [location=complement(1028404..1028721)][gbkey=CDS]
FJKNNBLA_00996	CDS	1176				[gene=rlmI] [locus_tag=b0967] [db_xref=UniProtKB/Swiss-Prot:P75876] [protein=23S rRNA m(5)C1962 methyltransferase] [protein_id=AAC74053.2] [location=complement(1028779..1029969)][gbkey=CDS]
FJKNNBLA_00997	CDS	279				[gene=yccX] [locus_tag=b0968] [db_xref=UniProtKB/Swiss-Prot:P0AB65] [protein=acylphosphatase][protein_id=AAC74054.1] [location=1030064..1030342] [gbkey=CDS]
FJKNNBLA_00998	CDS	330				[gene=tusE] [locus_tag=b0969] [db_xref=UniProtKB/Swiss-Prot:P0AB18] [protein=sulfur transfer protein TusE] [protein_id=AAC74055.2] [location=complement(1030339..1030668)][gbkey=CDS]
FJKNNBLA_00999	CDS	660				[gene=yccA] [locus_tag=b0970] [db_xref=UniProtKB/Swiss-Prot:P0AAC6] [protein=modulator of FtsH protease] [protein_id=AAC74056.1] [location=complement(1030759..1031418)][gbkey=CDS]
FJKNNBLA_01000	tRNA	88				tRNA-Ser(tga)
FJKNNBLA_01001	CDS	1119				[gene=hyaA] [locus_tag=b0972] [db_xref=UniProtKB/Swiss-Prot:P69739] [protein=hydrogenase 1 small subunit] [protein_id=AAC74057.1] [location=1032139..1033257][gbkey=CDS]
FJKNNBLA_01002	CDS	1794				[gene=hyaB] [locus_tag=b0973] [db_xref=UniProtKB/Swiss-Prot:P0ACD8] [protein=hydrogenase 1 large subunit] [protein_id=AAC74058.1] [location=1033254..1035047][gbkey=CDS]
FJKNNBLA_01003	CDS	708				[gene=hyaC] [locus_tag=b0974] [db_xref=UniProtKB/Swiss-Prot:P0AAM1] [protein=hydrogenase 1 cytochrome b subunit] [protein_id=AAC74059.1] [location=1035066..1035773][gbkey=CDS]
FJKNNBLA_01004	CDS	588				[gene=hyaD] [locus_tag=b0975] [db_xref=UniProtKB/Swiss-Prot:P19930] [protein=putative hydrogenase 1 maturation protease HyaD] [protein_id=AAC74060.1][location=1035770..1036357] [gbkey=CDS]
FJKNNBLA_01005	CDS	399				[gene=hyaE] [locus_tag=b0976] [db_xref=UniProtKB/Swiss-Prot:P19931] [protein=putative HyaA chaperone] [protein_id=AAC74061.1] [location=1036354..1036752][gbkey=CDS]
FJKNNBLA_01006	CDS	858				[gene=hyaF] [locus_tag=b0977] [db_xref=UniProtKB/Swiss-Prot:P19932] [protein=protein HyaF][protein_id=AAC74062.1] [location=1036749..1037606] [gbkey=CDS]
FJKNNBLA_01007	CDS	1545				[gene=appC] [locus_tag=b0978] [db_xref=UniProtKB/Swiss-Prot:P26459] [protein=cytochrome bd-II ubiquinol oxidase subunit I] [protein_id=AAC74063.1] [location=1037740..1039284][gbkey=CDS]
FJKNNBLA_01008	CDS	1137				[gene=appB] [locus_tag=b0979] [db_xref=UniProtKB/Swiss-Prot:P26458] [protein=cytochrome bd-II ubiquinol oxidase subunit II] [protein_id=AAC74064.1][location=1039296..1040432] [gbkey=CDS]
FJKNNBLA_01009	CDS	93				[gene=appX] [locus_tag=b4592] [db_xref=UniProtKB/Swiss-Prot:P24244] [protein=small protein AppX] [protein_id=ABP93439.1] [location=1040445..1040537][gbkey=CDS]
FJKNNBLA_01010	CDS	1299				[gene=appA] [locus_tag=b0980] [db_xref=UniProtKB/Swiss-Prot:P07102] [protein=periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase] [protein_id=AAC74065.1] [location=1040617..1041915][gbkey=CDS]
FJKNNBLA_01011	CDS	2181				[gene=etk] [locus_tag=b0981] [db_xref=UniProtKB/Swiss-Prot:P38134] [protein=protein-tyrosine kinase Etk] [protein_id=AAC74066.1] [location=complement(1042030..1044210)][gbkey=CDS]
FJKNNBLA_01012	CDS	447				[gene=etp] [locus_tag=b0982] [db_xref=UniProtKB/Swiss-Prot:P0ACZ2] [protein=phosphotyrosine-protein phosphatase Etp] [protein_id=AAC74067.2] [location=complement(1044230..1044676)][gbkey=CDS]
FJKNNBLA_01013	CDS	1161				[gene=gfcE] [locus_tag=b0983] [db_xref=UniProtKB/Swiss-Prot:P0A932] [protein=putative exopolysaccharide export lipoprotein GfcE] [protein_id=AAC74068.1][location=complement(1044664..1045803)] [gbkey=CDS]
FJKNNBLA_01014	CDS	2097				[gene=gfcD] [locus_tag=b0984] [db_xref=UniProtKB/Swiss-Prot:P75882] [protein=putative lipoprotein GfcD] [protein_id=AAC74069.1] [location=complement(1045849..1047945)][gbkey=CDS]
FJKNNBLA_01015	CDS	747				[gene=gfcC] [locus_tag=b0985] [db_xref=UniProtKB/Swiss-Prot:P75883] [protein=capsule biosynthesis GfcC family protein] [protein_id=AAC74070.1] [location=complement(1047945..1048691)][gbkey=CDS]
FJKNNBLA_01016	CDS	645				[gene=gfcB] [locus_tag=b0986] [db_xref=UniProtKB/Swiss-Prot:P75884] [protein=lipoprotein GfcB] [protein_id=AAC74071.1] [location=complement(1048688..1049332)][gbkey=CDS]
FJKNNBLA_01017	CDS	306				[gene=gfcA] [locus_tag=b0987] [db_xref=UniProtKB/Swiss-Prot:P75885] [protein=threonine-rich inner membrane protein GfcA] [protein_id=AAC74072.2] [location=complement(1049439..1049744)][gbkey=CDS]
FJKNNBLA_01018	CDS	213				[gene=cspG] [locus_tag=b0990] [db_xref=UniProtKB/Swiss-Prot:P0A978] [protein=cold shock protein CspG] [protein_id=AAC74075.1] [location=1051461..1051673][gbkey=CDS]
FJKNNBLA_01019	CDS	174				[gene=gnsA] [locus_tag=b4517] [db_xref=UniProtKB/Swiss-Prot:P0AC92] [protein=putative phosphatidylethanolamine synthesis regulator GnsA] [protein_id=ABD18647.1][location=1052067..1052240] [gbkey=CDS]
FJKNNBLA_01020	CDS	1074				[gene=yccM] [locus_tag=b0992] [db_xref=UniProtKB/Swiss-Prot:P52636] [protein=putative electron transport protein YccM] [protein_id=AAC74077.1] [location=complement(1052289..1053362)][gbkey=CDS]
FJKNNBLA_01021	CDS	2700				[gene=torS] [locus_tag=b0993] [db_xref=UniProtKB/Swiss-Prot:P39453] [protein=sensory histidine kinase TorS] [protein_id=AAC74078.2] [location=complement(1053434..1056178)][gbkey=CDS]
FJKNNBLA_01022	CDS	1029				[gene=torT] [locus_tag=b0994] [db_xref=UniProtKB/Swiss-Prot:P38683] [protein=periplasmic trimethylamine-N-oxide binding protein] [protein_id=AAC74079.1][location=1056261..1057289] [gbkey=CDS]
FJKNNBLA_01023	CDS	693				[gene=torR] [locus_tag=b0995] [db_xref=UniProtKB/Swiss-Prot:P38684] [protein=DNA-binding transcriptional dual regulator TorR] [protein_id=AAC74080.1][location=complement(1057262..1057954)] [gbkey=CDS]
FJKNNBLA_01024	CDS	1173				[gene=torC] [locus_tag=b0996] [db_xref=UniProtKB/Swiss-Prot:P33226] [protein=cytochrome c menaquinol dehydrogenase TorC] [protein_id=AAC74081.1] [location=1058084..1059256][gbkey=CDS]
FJKNNBLA_01025	CDS	2547				[gene=torA] [locus_tag=b0997] [db_xref=UniProtKB/Swiss-Prot:P33225] [protein=trimethylamine N-oxide reductase 1] [protein_id=AAC74082.1] [location=1059256..1061802][gbkey=CDS]
FJKNNBLA_01026	CDS	600				[gene=torD] [locus_tag=b0998] [db_xref=UniProtKB/Swiss-Prot:P36662] [protein=trimethylamine-N-oxide reductase-specific chaperone] [protein_id=AAC74083.1][location=1061799..1062398] [gbkey=CDS]
FJKNNBLA_01027	CDS	306				[gene=cbpM] [locus_tag=b0999] [db_xref=UniProtKB/Swiss-Prot:P63264] [protein=chaperone modulator CbpM] [protein_id=AAC74084.1] [location=complement(1062550..1062855)][gbkey=CDS]
FJKNNBLA_01028	CDS	921				[gene=cbpA] [locus_tag=b1000] [db_xref=UniProtKB/Swiss-Prot:P36659] [protein=curved DNA-binding protein] [protein_id=AAC74085.1] [location=complement(1062855..1063775)][gbkey=CDS]
FJKNNBLA_01029	CDS	1260				[gene=yccE] [locus_tag=b1001] [db_xref=UniProtKB/Swiss-Prot:P36661] [protein=uncharacterized protein YccE] [protein_id=AAC74086.1] [location=1064036..1065292][gbkey=CDS]
FJKNNBLA_01030	CDS	1242				[gene=agp] [locus_tag=b1002] [db_xref=UniProtKB/Swiss-Prot:P19926] [protein=glucose-1-phosphatase][protein_id=AAC74087.1] [location=1065585..1066826][gbkey=CDS]
FJKNNBLA_01031	CDS	228				[gene=yccJ] [locus_tag=b1003] [db_xref=UniProtKB/Swiss-Prot:P0AB14] [protein=PF13993 family protein YccJ] [protein_id=AAC74088.1] [location=complement(1066864..1067091)][gbkey=CDS]
FJKNNBLA_01032	CDS	597				[gene=wrbA] [locus_tag=b1004] [db_xref=UniProtKB/Swiss-Prot:P0A8G6] [protein=NAD(P)H:quinone oxidoreductase] [protein_id=AAC74089.1] [location=complement(1067112..1067708)][gbkey=CDS]
FJKNNBLA_01033	CDS	174				[gene=ymdF] [locus_tag=b4518] [db_xref=UniProtKB/Swiss-Prot:P56614] [protein=stress-induced bacterial acidophilic repeat motifs-containing protein YmdF][protein_id=AAC74090.2] [location=1068081..1068254] [gbkey=CDS]
FJKNNBLA_01034	CDS	1329				[gene=rutG] [locus_tag=b1006] [db_xref=UniProtKB/Swiss-Prot:P75892] [protein=pyrimidine:H(+)symporter] [protein_id=AAC74091.2] [location=complement(1068511..1069839)][gbkey=CDS]
FJKNNBLA_01035	CDS	495				[gene=rutF] [locus_tag=b1007] [db_xref=UniProtKB/Swiss-Prot:P75893] [protein=FMN reductase RutF] [protein_id=AAC74092.2] [location=complement(1069860..1070354)][gbkey=CDS]
FJKNNBLA_01036	CDS	591				[gene=rutE] [locus_tag=b1008] [db_xref=UniProtKB/Swiss-Prot:P75894] [protein=putative malonic semialdehyde reductase] [protein_id=AAC74093.1] [location=complement(1070365..1070955)][gbkey=CDS]
FJKNNBLA_01037	CDS	801				[gene=rutD] [locus_tag=b1009] [db_xref=UniProtKB/Swiss-Prot:P75895] [protein=putative aminoacrylate hydrolase RutD] [protein_id=AAC74094.1] [location=complement(1070965..1071765)][gbkey=CDS]
FJKNNBLA_01038	CDS	387				[gene=rutC] [locus_tag=b1010] [db_xref=UniProtKB/Swiss-Prot:P0AFQ5] [protein=putative aminoacrylate peracid reductase RutC] [protein_id=AAC74095.1][location=complement(1071773..1072159)] [gbkey=CDS]
FJKNNBLA_01039	CDS	696				[gene=rutB] [locus_tag=b1011] [db_xref=UniProtKB/Swiss-Prot:P75897] [protein=peroxyureidoacrylate/ureidoacrylate amidohydrolase] [protein_id=AAC74096.2][location=complement(1072171..1072863)] [gbkey=CDS]
FJKNNBLA_01040	CDS	1092				[gene=rutA] [locus_tag=b1012] [db_xref=UniProtKB/Swiss-Prot:P75898] [protein=pyrimidine monooxygenase RutA] [protein_id=AAC74097.1] [location=complement(1072863..1074011)][gbkey=CDS]
FJKNNBLA_01041	CDS	639				[gene=rutR] [locus_tag=b1013] [db_xref=UniProtKB/Swiss-Prot:P0ACU2] [protein=DNA-binding transcriptional dual regulator RutR] [protein_id=AAC74098.1][location=1074242..1074880] [gbkey=CDS]
FJKNNBLA_01042	CDS	3963				[gene=putA] [locus_tag=b1014] [db_xref=UniProtKB/Swiss-Prot:P09546] [protein=fused DNA-binding transcriptional repressor/proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase PutA] [protein_id=AAC74099.1][location=complement(1074920..1078882)] [gbkey=CDS]
FJKNNBLA_01043	CDS	210				hypothetical protein
FJKNNBLA_01044	CDS	1509				[gene=putP] [locus_tag=b1015] [db_xref=UniProtKB/Swiss-Prot:P07117] [protein=proline:Na(+)symporter] [protein_id=AAC74100.1] [location=1079305..1080813][gbkey=CDS]
FJKNNBLA_01045	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
FJKNNBLA_01046	CDS	1128				[gene=efeO] [locus_tag=b1018] [db_xref=UniProtKB/Swiss-Prot:P0AB24] [protein=ferrous iron transport system protein EfeO] [protein_id=AAC74103.1] [location=1082243..1083370][gbkey=CDS]
FJKNNBLA_01047	CDS	1272				[gene=efeB] [locus_tag=b1019] [db_xref=UniProtKB/Swiss-Prot:P31545] [protein=heme-containing peroxidase/deferrochelatase] [protein_id=AAC74104.1] [location=1083376..1084647][gbkey=CDS]
FJKNNBLA_01048	CDS	1065				[gene=phoH] [locus_tag=b1020] [db_xref=UniProtKB/Swiss-Prot:P0A9K1] [protein=ATP-binding protein PhoH] [protein_id=AAC74105.1] [location=1084992..1086056][gbkey=CDS]
FJKNNBLA_01049	CDS	414				[gene=pgaD] [locus_tag=b1021] [db_xref=UniProtKB/Swiss-Prot:P69432] [protein=poly-N-acetyl-D-glucosamine synthase subunit PgaD] [protein_id=AAC74106.1][location=complement(1086106..1086519)] [gbkey=CDS]
